Foto,Latitude,Longitude,Local
2019-01-29_14-36-13_UTC.jpg,-9.0302998085,-35.2301824573,Maragogi
2019-02-22_19-25-09_UTC.jpg,-8.9851338296,-35.1918762073,Pousada Sol e Mar
2019-05-03_17-34-59_UTC_2.jpg 2019-05-03_17-34-59_UTC_1.jpg,-5.83977,-35.2012,Federal University of Rio Grande do Norte
2020-04-20_22-25-44_UTC_2.jpg 2020-04-20_22-25-44_UTC_3.jpg 2020-04-20_22-25-44_UTC_1.jpg,-8.046660000000001,-34.8771,recife
2020-02-04_22-15-33_UTC_1.jpg 2020-02-04_22-15-33_UTC_2.jpg 2020-02-04_22-15-33_UTC_3.jpg 2020-02-04_22-15-33_UTC_4.jpg,,,
2018-10-18_18-35-27_UTC.jpg,-3.8396,-32.4107,fernando de noronha
2020-05-28_15-06-41_UTC.jpg,,,
2019-11-26_23-18-53_UTC.jpg,,,
2019-03-05_19-49-49_UTC_7.jpg 2019-03-05_19-49-49_UTC_9.jpg 2019-03-05_19-49-49_UTC_6.jpg 2019-03-05_19-49-49_UTC_5.jpg 2019-03-05_19-49-49_UTC_3.jpg 2019-03-05_19-49-49_UTC_2.jpg 2019-03-05_19-49-49_UTC_8.jpg 2019-03-05_19-49-49_UTC_4.jpg 2019-03-05_19-49-49_UTC_1.jpg,-9.15981,-35.29598,"Pôrto De Pedras, Alagoas, Brazil"
2020-02-14_19-37-40_UTC.jpg,-24.31667,-46.18333,Laje de Santos
2019-09-17_01-37-23_UTC.jpg,,,
2020-05-07_10-33-34_UTC.jpg,-9.0112156254,-35.2199045523,Praia São Miguel dos Milagres
2020-04-29_09-39-49_UTC.jpg,,,
2019-03-26_21-52-34_UTC.jpg,-9.46442,-35.55228,"Paripueira, Alagoas, Brazil"
2019-05-22_11-50-00_UTC.jpg,-9.46442,-35.55228,"Paripueira, Alagoas, Brazil"
2019-01-21_14-29-09_UTC_6.jpg 2019-01-21_14-29-09_UTC_5.jpg 2019-01-21_14-29-09_UTC_3.jpg 2019-01-21_14-29-09_UTC_7.jpg 2019-01-21_14-29-09_UTC_1.jpg 2019-01-21_14-29-09_UTC_4.jpg 2019-01-21_14-29-09_UTC_2.jpg,-3.8396,-32.4107,fernando de noronha
2020-01-23_22-46-40_UTC.jpg,,,
2018-12-20_22-32-42_UTC.jpg,,,abrolhos
2020-04-21_22-33-12_UTC.jpg,,,
2020-04-23_23-15-14_UTC_3.jpg 2020-04-23_23-15-14_UTC_1.jpg 2020-04-23_23-15-14_UTC_2.jpg,,,
2019-01-29_19-44-52_UTC.jpg,-9.15981,-35.29598,"Pôrto De Pedras, Alagoas, Brazil"
2019-08-24_09-06-40_UTC.jpg,-28.4498,-52.1986,maraú
2019-02-23_12-17-38_UTC_3.jpg 2019-02-23_12-17-38_UTC_1.jpg 2019-02-23_12-17-38_UTC_2.jpg,-8.1092681844,-34.9243421136,Praia de Antunes - Maragogi /AL
2019-01-10_18-45-43_UTC.jpg,,,
2019-04-11_09-42-31_UTC_6.jpg 2019-04-11_09-42-31_UTC_2.jpg 2019-04-11_09-42-31_UTC_4.jpg 2019-04-11_09-42-31_UTC_3.jpg 2019-04-11_09-42-31_UTC_1.jpg 2019-04-11_09-42-31_UTC_5.jpg,-8.5049314736,-35.0029563904,Porto de Galinhas
2019-10-26_12-26-19_UTC.jpg,-8.2900744641,-35.0381478279,Praia Do Paiva
2018-10-24_10-57-58_UTC.jpg,-9.08746,-35.2634,japaratinga
2020-04-14_14-44-01_UTC.jpg,-13.9211424932,-38.9311404989,Taipu De Fora - Barra Grande
2020-05-26_20-24-22_UTC_1.jpg 2020-05-26_20-24-22_UTC_5.jpg 2020-05-26_20-24-22_UTC_4.jpg 2020-05-26_20-24-22_UTC_7.jpg 2020-05-26_20-24-22_UTC_8.jpg 2020-05-26_20-24-22_UTC_2.jpg 2020-05-26_20-24-22_UTC_3.jpg 2020-05-26_20-24-22_UTC_6.jpg,-5.729155,-35.202255,Praia de Santa Rita
2020-01-15_11-41-35_UTC.jpg,-5.2717347064,-35.3831888366,Parrachos Rio do Fogo
2018-12-31_23-23-23_UTC.jpg,,,
2019-12-20_14-22-53_UTC.jpg,-9.086493,-35.2546718,"São Miguel Dos Milagres - Praia Do Patacho, Praia Do Toque, Pontal Da Rua"
2020-01-15_16-14-45_UTC.jpg,-23.622171,-46.411453,Parque Estadual Marinho da Laje de Santos
2020-04-04_14-41-59_UTC.jpg,-24.31667,-46.18333,Laje de Santos
2020-02-01_23-37-54_UTC.jpg,-9.014301234,-35.222041477,Maragogi - Alagoas - Caribe Brasileiro
2019-03-01_03-18-39_UTC.jpg,,,
2019-06-08_14-14-17_UTC.jpg,,,
2020-01-12_23-36-15_UTC.jpg,-8.75665,-35.1033,tamandaré
2019-05-09_22-28-58_UTC.jpg,,,
2020-05-10_23-33-37_UTC.jpg,-24.31667,-46.18333,Laje de Santos
2020-01-02_15-40-29_UTC_1.jpg 2020-01-02_15-40-29_UTC_2.jpg,-8.9330611525,-35.1667035031,"Maragogi, Alagoas"
2020-05-26_22-01-07_UTC.jpg,,,
2020-01-23_00-12-01_UTC.jpg,-9.014301234,-35.222041477,Maragogi - Alagoas - Caribe Brasileiro
2019-12-04_01-16-24_UTC_2.jpg 2019-12-04_01-16-24_UTC_3.jpg 2019-12-04_01-16-24_UTC_4.jpg 2019-12-04_01-16-24_UTC_1.jpg,-20.6346638702,-40.4376049658,Praia de Setiba - Guarapari / ES
2019-06-22_22-08-11_UTC_2.jpg 2019-06-22_22-08-11_UTC_1.jpg,-3.8396,-32.4107,fernando de noronha
2019-02-17_12-46-33_UTC.jpg,,,abrolhos
2019-03-27_01-42-59_UTC.jpg,,,
2020-04-21_16-17-17_UTC.jpg,-9.014301234,-35.222041477,Maragogi - Alagoas - Caribe Brasileiro
2020-01-04_17-59-12_UTC.jpg,-24.31667,-46.18333,Laje de Santos
2019-12-02_13-10-42_UTC.jpg,-7.0763381,-34.8304877,Caribessa
2019-07-25_22-56-48_UTC_2.jpg 2019-07-25_22-56-48_UTC_1.jpg,,,
2020-05-12_22-41-05_UTC_5.jpg 2020-05-12_22-41-05_UTC_3.jpg 2020-05-12_22-41-05_UTC_2.jpg 2020-05-12_22-41-05_UTC_4.jpg 2020-05-12_22-41-05_UTC_1.jpg 2020-05-12_22-41-05_UTC_6.jpg,,,
2019-07-16_17-13-36_UTC.jpg,-10.2831596609,-36.5624971674,"Penedo, Brazil"
2020-02-27_11-49-49_UTC.jpg,-9.0302998085,-35.2301824573,Maragogi
2019-02-15_12-59-18_UTC.jpg,-8.74989,-35.09696,"Tamandaré, Pernambuco, Brazil"
2020-04-10_16-11-24_UTC.jpg,-9.665989999999999,-35.735,maceió
2019-05-25_13-14-31_UTC.jpg,-16.3881311,-39.0358271,recife de fora _ Espetaculo Da Natureza
2020-05-26_14-10-47_UTC_1.jpg 2020-05-26_14-10-47_UTC_2.jpg,-8.046660000000001,-34.8771,recife
2018-10-04_23-48-24_UTC_7.jpg 2018-10-04_23-48-24_UTC_8.jpg 2018-10-04_23-48-24_UTC_5.jpg 2018-10-04_23-48-24_UTC_2.jpg 2018-10-04_23-48-24_UTC_4.jpg 2018-10-04_23-48-24_UTC_1.jpg 2018-10-04_23-48-24_UTC_6.jpg 2018-10-04_23-48-24_UTC_9.jpg 2018-10-04_23-48-24_UTC_3.jpg 2018-10-04_23-48-24_UTC_10.jpg,-3.8396,-32.4107,fernando de noronha
2019-12-05_13-28-05_UTC.jpg,-7.0763381,-34.8304877,Caribessa
2018-06-05_23-25-45_UTC.jpg,,,
2019-11-14_22-24-25_UTC_2.jpg 2019-11-14_22-24-25_UTC_3.jpg 2019-11-14_22-24-25_UTC_1.jpg,,,
2019-03-26_23-44-40_UTC_1.jpg 2019-03-26_23-44-40_UTC_2.jpg,,,
2019-01-22_12-04-36_UTC.jpg,-23.622171,-46.411453,Parque Estadual Marinho da Laje de Santos
2020-04-06_22-56-27_UTC.jpg,-9.08746,-35.2634,japaratinga
2019-05-08_00-39-30_UTC.jpg,,,
2018-07-12_23-18-37_UTC_1.jpg 2018-07-12_23-18-37_UTC_2.jpg,,,
2020-03-14_17-57-57_UTC_1.jpg 2020-03-14_17-57-57_UTC_8.jpg 2020-03-14_17-57-57_UTC_5.jpg 2020-03-14_17-57-57_UTC_9.jpg 2020-03-14_17-57-57_UTC_6.jpg 2020-03-14_17-57-57_UTC_4.jpg 2020-03-14_17-57-57_UTC_10.jpg 2020-03-14_17-57-57_UTC_7.jpg 2020-03-14_17-57-57_UTC_2.jpg 2020-03-14_17-57-57_UTC_3.jpg,,,abrolhos
2018-07-11_20-21-00_UTC.jpg,,,
2018-12-28_00-53-10_UTC.jpg,,,
2019-01-31_01-19-51_UTC.jpg,-7.0763381,-34.8304877,Caribessa
2020-05-26_18-55-22_UTC_1.jpg 2020-05-26_18-55-22_UTC_2.jpg 2020-05-26_18-55-22_UTC_3.jpg,,,
2020-05-14_15-43-32_UTC.jpg,,,
2019-04-06_11-12-04_UTC.jpg,-16.4038992286,-39.0451502037,Parque marinho Recife de Fora
2019-04-03_09-45-11_UTC_1.jpg 2019-04-03_09-45-11_UTC_4.jpg 2019-04-03_09-45-11_UTC_3.jpg 2019-04-03_09-45-11_UTC_2.jpg,,,
2020-02-02_01-58-21_UTC.jpg,-3.5436743065,-38.8522444891,"Pecém, Ceara, Brazil"
2019-07-04_23-00-41_UTC.jpg,,,
2019-02-11_11-51-57_UTC.jpg,,,
2018-12-22_10-51-51_UTC.jpg,-7.1150899999999995,-34.8641,joão pessoa
2019-07-01_12-40-05_UTC.jpg,-9.57,-36.55,Alagoas
2020-03-11_18-04-15_UTC_1.jpg 2020-03-11_18-04-15_UTC_3.jpg 2020-03-11_18-04-15_UTC_2.jpg,,,
2019-12-23_12-48-56_UTC.jpg,-9.26518,-35.3723,São Miguel dos Milagres
2019-08-20_23-12-52_UTC.jpg,,,
2020-03-05_22-33-19_UTC_2.jpg 2020-03-05_22-33-19_UTC_3.jpg 2020-03-05_22-33-19_UTC_1.jpg,,,
2019-05-29_18-46-38_UTC.jpg,,,
2018-07-10_22-13-25_UTC.jpg,,,
2019-03-30_00-56-10_UTC.jpg,-7.0763381,-34.8304877,Caribessa
2020-04-21_19-49-41_UTC_2.jpg 2020-04-21_19-49-41_UTC_1.jpg,,,
2019-02-04_12-39-02_UTC.jpg,-8.7630169081,-35.1042623818,ICMBio Costa dos Corais
2019-10-30_12-31-57_UTC.jpg,,,
2020-01-14_22-48-10_UTC_4.jpg 2020-01-14_22-48-10_UTC_2.jpg 2020-01-14_22-48-10_UTC_3.jpg 2020-01-14_22-48-10_UTC_1.jpg,-8.89788,-35.14476,"São José Da Coroa Grande, Pernambuco, Brazil"
2019-01-28_00-49-57_UTC.jpg,-8.679146437,115.4421439897,Nusa Lembongan
2018-08-09_23-38-12_UTC_3.jpg 2018-08-09_23-38-12_UTC_2.jpg 2018-08-09_23-38-12_UTC_1.jpg,,,
2019-11-28_23-10-21_UTC.jpg,-7.0763381,-34.8304877,Caribessa
2020-04-12_17-56-07_UTC.jpg,-24.31667,-46.18333,Laje de Santos
2019-11-17_23-54-39_UTC.jpg,-3.8396,-32.4107,fernando de noronha
2018-06-01_01-03-00_UTC.jpg,,,
2020-01-17_12-38-15_UTC.jpg,-8.89788,-35.14476,"São José Da Coroa Grande, Pernambuco, Brazil"
2020-03-13_02-35-07_UTC.jpg,,,
2020-04-20_02-54-30_UTC.jpg,,,
2019-06-18_12-38-38_UTC.jpg,-16.4038992286,-39.0451502037,Parque marinho Recife de Fora
2019-09-03_22-46-09_UTC_8.jpg 2019-09-03_22-46-09_UTC_7.jpg 2019-09-03_22-46-09_UTC_5.jpg 2019-09-03_22-46-09_UTC_6.jpg 2019-09-03_22-46-09_UTC_4.jpg 2019-09-03_22-46-09_UTC_2.jpg 2019-09-03_22-46-09_UTC_1.jpg 2019-09-03_22-46-09_UTC_9.jpg 2019-09-03_22-46-09_UTC_10.jpg 2019-09-03_22-46-09_UTC_3.jpg,,,
2020-02-04_12-00-41_UTC.jpg,-23.1485679545,-44.2330169678,Ilha Grande - Rio de Janeiro
2019-02-25_12-44-30_UTC.jpg,-20.6585,-40.496,"Guarapary, Espirito Santo, Brazil"
2018-07-06_00-33-49_UTC.jpg,,,
2019-10-19_11-20-03_UTC.jpg,-8.504167,-35.001111,Porto de Galinhas
2019-04-04_22-57-05_UTC.jpg,,,
2018-12-23_18-30-39_UTC.jpg,-7.1150899999999995,-34.8641,joão pessoa
2019-07-04_17-24-47_UTC.jpg,-8.5049314736,-35.0029563904,Porto de Galinhas
2019-10-02_20-02-05_UTC.jpg,,,
2019-02-12_13-25-25_UTC_1.jpg 2019-02-12_13-25-25_UTC_2.jpg,,,porto de galinhas 
2020-05-26_22-19-17_UTC_3.jpg 2020-05-26_22-19-17_UTC_1.jpg 2020-05-26_22-19-17_UTC_2.jpg,,,
2019-08-22_22-38-27_UTC.jpg,-28.4498,-52.1986,maraú
2020-04-07_21-06-28_UTC.jpg,,,
2020-05-20_09-13-09_UTC.jpg,-8.0639,-34.87317,Projeto Conservação Recifal (PCR)
2019-03-30_10-46-11_UTC.jpg,,,
2020-03-31_14-22-21_UTC.jpg,-24.31667,-46.18333,Laje de Santos
2019-10-30_18-28-00_UTC.jpg,,,
2019-11-08_10-35-48_UTC_2.jpg 2019-11-08_10-35-48_UTC_3.jpg 2019-11-08_10-35-48_UTC_1.jpg,,,
2019-04-10_10-37-57_UTC.jpg,-24.31667,-46.18333,Laje de Santos
2020-05-27_12-20-02_UTC.jpg,,,
2019-11-03_02-43-09_UTC.jpg,,,
2018-09-13_22-56-22_UTC_1.jpg 2018-09-13_22-56-22_UTC_2.jpg,,,
2020-03-03_23-55-34_UTC.jpg,,,porto de galinhas 
2019-06-18_22-15-52_UTC.jpg,,,
2019-10-19_02-22-02_UTC.jpg,-8.504167,-35.001111,Porto de Galinhas
2020-03-11_23-34-25_UTC_1.jpg 2020-03-11_23-34-25_UTC_2.jpg,,,porto de galinhas 
2019-10-19_18-11-25_UTC.jpg,-8.504167,-35.001111,Porto de Galinhas
2019-08-30_00-06-45_UTC_1.jpg 2019-08-30_00-06-45_UTC_2.jpg,,,
2019-09-21_05-13-34_UTC.jpg,-16.4038992286,-39.0451502037,Parque marinho Recife de Fora
2019-12-21_13-14-42_UTC_1.jpg 2019-12-21_13-14-42_UTC_5.jpg 2019-12-21_13-14-42_UTC_3.jpg 2019-12-21_13-14-42_UTC_2.jpg 2019-12-21_13-14-42_UTC_4.jpg,-9.6684786297,-35.7148920776,Pajuçara
2019-05-23_22-58-25_UTC.jpg,,,
2016-09-20_20-47-21_UTC.jpg,-9.007439999999999,-35.2267,maragogi
2020-01-17_23-33-10_UTC.jpg,-5.2717347064,-35.3831888366,Parrachos Rio do Fogo
2020-04-09_00-00-01_UTC.jpg,-30.0234525002,-51.128476489,Em Casa
2019-04-20_10-54-34_UTC_1.jpg 2019-04-20_10-54-34_UTC_2.jpg,-23.0011,-44.3196,angra dos reis
2020-05-03_21-50-30_UTC.jpg,-9.014301234,-35.222041477,Maragogi - Alagoas - Caribe Brasileiro
2019-04-11_22-33-21_UTC_2.jpg 2019-04-11_22-33-21_UTC_1.jpg,,,
2019-05-18_14-58-12_UTC.jpg,-9.46442,-35.55228,"Paripueira, Alagoas, Brazil"
2019-03-27_11-39-01_UTC.jpg,-24.31667,-46.18333,Laje de Santos
2019-04-26_02-47-06_UTC.jpg,,,
2019-02-12_20-18-59_UTC_2.jpg 2019-02-12_20-18-59_UTC_1.jpg,,,
2019-07-19_23-19-03_UTC.jpg,-7.1150899999999995,-34.8641,joão pessoa
2018-10-02_22-18-46_UTC.jpg,,,
2019-12-03_23-53-43_UTC_4.jpg 2019-12-03_23-53-43_UTC_9.jpg 2019-12-03_23-53-43_UTC_7.jpg 2019-12-03_23-53-43_UTC_10.jpg 2019-12-03_23-53-43_UTC_6.jpg 2019-12-03_23-53-43_UTC_3.jpg 2019-12-03_23-53-43_UTC_5.jpg 2019-12-03_23-53-43_UTC_8.jpg 2019-12-03_23-53-43_UTC_1.jpg 2019-12-03_23-53-43_UTC_2.jpg,,,abrolhos
2020-05-07_15-00-59_UTC.jpg,,,
2019-06-08_12-20-45_UTC.jpg,,,
2018-10-16_14-36-56_UTC.jpg,-3.8396,-32.4107,fernando de noronha
2019-03-22_10-12-24_UTC.jpg,-7.0763381,-34.8304877,Caribessa
2020-02-20_23-42-22_UTC.jpg,-3.69893,-38.5844499,"Barra Do Ceará, Fortaleza, Ceara, Brasil"
2019-08-08_22-36-22_UTC_2.jpg 2019-08-08_22-36-22_UTC_1.jpg,,,
2020-05-24_21-23-25_UTC_5.jpg 2020-05-24_21-23-25_UTC_1.jpg 2020-05-24_21-23-25_UTC_6.jpg 2020-05-24_21-23-25_UTC_3.jpg 2020-05-24_21-23-25_UTC_2.jpg 2020-05-24_21-23-25_UTC_4.jpg,,,
2018-08-08_00-36-15_UTC.jpg,,,
2018-06-07_22-48-36_UTC.jpg,,,
2020-05-31_17-10-36_UTC_3.jpg 2020-05-31_17-10-36_UTC_4.jpg 2020-05-31_17-10-36_UTC_1.jpg 2020-05-31_17-10-36_UTC_2.jpg,,,
2019-12-04_18-27-25_UTC_8.jpg 2019-12-04_18-27-25_UTC_7.jpg 2019-12-04_18-27-25_UTC_2.jpg 2019-12-04_18-27-25_UTC_4.jpg 2019-12-04_18-27-25_UTC_5.jpg 2019-12-04_18-27-25_UTC_9.jpg 2019-12-04_18-27-25_UTC_6.jpg 2019-12-04_18-27-25_UTC_3.jpg 2019-12-04_18-27-25_UTC_1.jpg,-12.9978438518,-38.5070317923,Instituto de Geociências - UFBA
2018-10-25_23-31-12_UTC.jpg,-3.8396,-32.4107,fernando de noronha
2018-09-19_23-19-28_UTC.jpg,,,
2019-02-05_23-28-47_UTC_1.jpg 2019-02-05_23-28-47_UTC_2.jpg,,,
2020-03-19_23-07-48_UTC.jpg,,,
2019-02-19_19-10-30_UTC_1.jpg 2019-02-19_19-10-30_UTC_3.jpg 2019-02-19_19-10-30_UTC_4.jpg 2019-02-19_19-10-30_UTC_2.jpg,-8.89788,-35.14476,"São José Da Coroa Grande, Pernambuco, Brazil"
2019-12-02_18-12-45_UTC.jpg,-24.31667,-46.18333,Laje de Santos
2018-05-28_21-06-14_UTC.jpg,,,
2019-09-05_22-55-58_UTC.jpg,,,
2020-05-23_13-45-16_UTC.jpg,-23.189432,-47.29256,Em Casa
2019-02-16_11-10-04_UTC.jpg,-21.7803671501,-43.3422705723,"Arquipélago de Abrolhos, Caravelas, Bahia"
2019-03-28_11-45-38_UTC.jpg,-7.0763381,-34.8304877,Caribessa
2019-10-23_14-52-54_UTC.jpg,-7.161,-34.8705,João Pessoa - Paraíba
2019-04-20_13-17-12_UTC.jpg,-8.89788,-35.14476,"São José Da Coroa Grande, Pernambuco, Brazil"
2019-02-18_11-47-32_UTC.jpg,,,
2019-05-16_23-00-52_UTC_2.jpg 2019-05-16_23-00-52_UTC_1.jpg,,,
2019-10-30_10-07-02_UTC.jpg,,,
2019-10-22_17-33-15_UTC.jpg,-24.31667,-46.18333,Laje de Santos
2018-09-18_22-27-53_UTC.jpg,,,
2018-11-06_23-19-43_UTC.jpg,,,
2019-10-17_10-58-14_UTC_4.jpg 2019-10-17_10-58-14_UTC_1.jpg 2019-10-17_10-58-14_UTC_3.jpg 2019-10-17_10-58-14_UTC_2.jpg 2019-10-17_10-58-14_UTC_6.jpg 2019-10-17_10-58-14_UTC_5.jpg,-5.4125015649,-35.3100113021,"Maracajaú, Rio Grande Do Norte, Brazil"
2019-02-19_10-54-28_UTC.jpg,,,bahia de todos os santos
2019-04-18_23-38-45_UTC.jpg,,,
2019-01-29_22-42-22_UTC.jpg,,,
2019-08-13_23-11-38_UTC_3.jpg 2019-08-13_23-11-38_UTC_1.jpg 2019-08-13_23-11-38_UTC_2.jpg,,,
2019-02-06_13-45-48_UTC.jpg,-9.0302998085,-35.2301824573,Maragogi
2018-07-01_20-24-17_UTC.jpg,-5.2765,-35.3794,rio do fogo
2019-02-20_20-26-31_UTC_2.jpg 2019-02-20_20-26-31_UTC_4.jpg 2019-02-20_20-26-31_UTC_3.jpg 2019-02-20_20-26-31_UTC_1.jpg,-9.0427479188,-35.1991051904,Galés de Maragogi
2019-11-10_20-12-02_UTC.jpg,-8.5070215589,-35.0021677676,Porto De Galinhas “piscinas Naturais”
2020-04-17_02-14-31_UTC.jpg,,,
2019-01-08_22-36-14_UTC.jpg,,,
2019-02-21_19-08-58_UTC.jpg,,,
2019-10-16_14-57-56_UTC.jpg,-5.2711272455,-35.3824186909,Restaurante Oceano
2019-10-23_00-13-02_UTC.jpg,-8.4363471666,-34.9818233262,"Praia De Muro Alto, Pernambuco"
2014-02-20_23-43-13_UTC.jpg,-7.1150899999999995,-34.8641,joão pessoa
2019-12-09_11-11-12_UTC.jpg,-9.249575,-35.352971,Apa Costa Dos Corais
2019-05-03_14-21-44_UTC.jpg,,,
2019-02-08_03-58-03_UTC.jpg,-23.622171,-46.411453,Parque Estadual Marinho da Laje de Santos
2019-02-03_15-27-48_UTC.jpg,-6.1843043396,-35.0907930286,Tibau do Sul Beach
2019-07-14_00-39-36_UTC.jpg,-16.4038992286,-39.0451502037,Parque marinho Recife de Fora
2018-07-30_11-08-13_UTC.jpg,,,
2019-06-27_22-17-30_UTC.jpg,,,atol das rocas
2018-07-17_23-42-33_UTC.jpg,,,
2019-10-30_15-35-05_UTC.jpg,,,
2019-12-17_22-36-42_UTC_2.jpg 2019-12-17_22-36-42_UTC_1.jpg,,,
2019-10-19_12-54-31_UTC.jpg,-8.504167,-35.001111,Porto de Galinhas
2019-01-31_23-02-27_UTC.jpg,,,
2020-04-28_22-32-16_UTC_2.jpg 2020-04-28_22-32-16_UTC_6.jpg 2020-04-28_22-32-16_UTC_5.jpg 2020-04-28_22-32-16_UTC_4.jpg 2020-04-28_22-32-16_UTC_1.jpg 2020-04-28_22-32-16_UTC_3.jpg,,,
2019-10-16_15-48-03_UTC_2.jpg 2019-10-16_15-48-03_UTC_1.jpg 2019-10-16_15-48-03_UTC_3.jpg,,,pipa
2019-07-11_22-49-43_UTC_1.jpg 2019-07-11_22-49-43_UTC_2.jpg,,,
2019-04-15_16-17-00_UTC.jpg,-24.31667,-46.18333,Laje de Santos
2018-10-30_22-13-18_UTC_2.jpg 2018-10-30_22-13-18_UTC_3.jpg 2018-10-30_22-13-18_UTC_1.jpg,,,
2020-01-30_09-52-20_UTC.jpg,-8.89788,-35.14476,"São José Da Coroa Grande, Pernambuco, Brazil"
2019-10-17_22-52-36_UTC_2.jpg 2019-10-17_22-52-36_UTC_3.jpg 2019-10-17_22-52-36_UTC_1.jpg,,,
2018-02-02_16-46-02_UTC.jpg,-8.75665,-35.1033,tamandaré
2019-07-01_10-34-32_UTC.jpg,-16.4038992286,-39.0451502037,Parque marinho Recife de Fora
2019-02-20_21-18-05_UTC.jpg,,,bahia de todos os santos
2019-11-27_04-15-15_UTC.jpg,,,
2019-12-21_20-05-02_UTC.jpg,-24.31667,-46.18333,Laje de Santos
2020-04-02_22-37-13_UTC.jpg,,,
2019-07-30_22-31-59_UTC.jpg,,,
2019-11-27_13-27-38_UTC_2.jpg 2019-11-27_13-27-38_UTC_1.jpg,,,
2020-02-18_11-55-06_UTC_9.jpg 2020-02-18_11-55-06_UTC_2.jpg 2020-02-18_11-55-06_UTC_6.jpg 2020-02-18_11-55-06_UTC_10.jpg 2020-02-18_11-55-06_UTC_5.jpg 2020-02-18_11-55-06_UTC_8.jpg 2020-02-18_11-55-06_UTC_3.jpg 2020-02-18_11-55-06_UTC_1.jpg 2020-02-18_11-55-06_UTC_4.jpg 2020-02-18_11-55-06_UTC_7.jpg,-24.0998552421,-45.690742097,Arquipélago dos Alcatrazes
2019-05-27_16-29-10_UTC_2.jpg 2019-05-27_16-29-10_UTC_8.jpg 2019-05-27_16-29-10_UTC_5.jpg 2019-05-27_16-29-10_UTC_10.jpg 2019-05-27_16-29-10_UTC_9.jpg 2019-05-27_16-29-10_UTC_4.jpg 2019-05-27_16-29-10_UTC_1.jpg 2019-05-27_16-29-10_UTC_3.jpg 2019-05-27_16-29-10_UTC_7.jpg 2019-05-27_16-29-10_UTC_6.jpg,-9.6604360993,-35.7029549199,"Ponta Verde, Maceió"
2019-11-12_11-44-22_UTC.jpg,-28.4498,-52.1986,maraú
2019-05-27_12-21-28_UTC.jpg,-9.4023,-35.5101,barra de santo antônio
2018-12-19_11-27-43_UTC.jpg,-23.7785,-45.3552,ilhabela
2020-01-16_22-23-35_UTC_2.jpg 2020-01-16_22-23-35_UTC_3.jpg 2020-01-16_22-23-35_UTC_1.jpg,,,
2020-02-11_17-47-07_UTC.jpg,,,porto de galinhas 
2020-04-16_22-42-54_UTC.jpg,,,
2019-04-24_11-43-29_UTC.jpg,-9.46442,-35.55228,"Paripueira, Alagoas, Brazil"
2018-08-15_09-40-25_UTC.jpg,-5.2765,-35.3794,rio do fogo
2019-12-11_14-46-20_UTC.jpg,,,
2020-04-29_14-01-57_UTC.jpg,-24.31667,-46.18333,Laje de Santos
2019-08-21_01-47-43_UTC_4.jpg 2019-08-21_01-47-43_UTC_9.jpg 2019-08-21_01-47-43_UTC_5.jpg 2019-08-21_01-47-43_UTC_10.jpg 2019-08-21_01-47-43_UTC_6.jpg 2019-08-21_01-47-43_UTC_3.jpg 2019-08-21_01-47-43_UTC_2.jpg 2019-08-21_01-47-43_UTC_8.jpg 2019-08-21_01-47-43_UTC_7.jpg 2019-08-21_01-47-43_UTC_1.jpg,-9.6604360993,-35.7029549199,"Ponta Verde, Maceió"
2019-05-31_23-15-18_UTC.jpg,-16.4763687,-39.0656513,"Arraial D'Ajuda, Bahia"
2019-10-15_22-45-01_UTC.jpg,,,
2019-03-07_22-40-14_UTC_2.jpg 2019-03-07_22-40-14_UTC_1.jpg,,,
2020-01-16_10-40-17_UTC.jpg,-8.89788,-35.14476,"São José Da Coroa Grande, Pernambuco, Brazil"
2019-07-22_21-56-58_UTC.jpg,-22.9774,-42.0267,arraial do cabo
2019-11-19_23-43-51_UTC.jpg,,,
2020-05-08_10-32-57_UTC.jpg,,,
2018-09-27_23-17-16_UTC.jpg,,,
2019-04-15_10-12-11_UTC.jpg,-9.4045,-35.50032,Barra de Santo Antônio
2019-04-07_19-13-10_UTC.jpg,-9.014301234,-35.222041477,Maragogi - Alagoas - Caribe Brasileiro
2020-02-08_20-44-55_UTC.jpg,,,
2020-04-08_12-10-57_UTC.jpg,,,
2018-08-16_19-58-29_UTC.jpg,,,abrolhos
2019-03-01_05-07-23_UTC.jpg,,,
2019-04-29_21-43-22_UTC.jpg,-7.0763381,-34.8304877,Caribessa
2018-08-09_14-34-37_UTC.jpg,,,
2019-04-20_02-03-10_UTC.jpg,-8.5049314736,-35.0029563904,Porto de Galinhas
2019-06-02_13-46-49_UTC.jpg,-3.85,-32.41667,Ilha de Fernando de Noronha
2019-10-23_14-12-02_UTC_1.jpg 2019-10-23_14-12-02_UTC_7.jpg 2019-10-23_14-12-02_UTC_2.jpg 2019-10-23_14-12-02_UTC_4.jpg 2019-10-23_14-12-02_UTC_5.jpg 2019-10-23_14-12-02_UTC_8.jpg 2019-10-23_14-12-02_UTC_6.jpg 2019-10-23_14-12-02_UTC_9.jpg 2019-10-23_14-12-02_UTC_3.jpg,-23.5246991791,-45.1721947053,Oceano Atlântico
2019-06-28_14-45-51_UTC_2.jpg 2019-06-28_14-45-51_UTC_3.jpg 2019-06-28_14-45-51_UTC_1.jpg,-22.7758993,-41.9125077,Hostel Yolo
2019-05-11_10-57-12_UTC.jpg,-16.4038992286,-39.0451502037,Parque marinho Recife de Fora
